Date,CarstenRainfall,NanuRainfall
16/075,0.0,1.5
17/075,0.0,0.7
18/075,0.0,3.7
19/075,2.3,3.8
20/075,0.0,7.2
21/075,3.1,1.0
22/075,2.0,2.7
23/075,0.0,0.8
24/075,0.0,2.9
25/075,0.0,5.3
26/075,0.0,0.0
27/075,0.0,15.0
28/075,3.2,0.9
01/076,0.0,0.0
02/076,1.7,0.0
03/076,0.0,17.6
04/076,0.0,2.5
05/076,0.0,0.0
06/076,2.0,0.0
07/076,1.9,0.7
08/076,0.0,11.0
09/076,0.0,2.2
10/076,0.0,13.5
11/076,0.0,0.0
12/076,1.8,0.0
13/076,1.5,0.0
14/076,0.0,1.2
15/076,0.0,1.5
16/076,2.6,0.9
17/076,2.7,1.2
18/076,0.0,2.1
19/076,0.0,11.6
20/076,0.0,1.4
21/076,0.0,0.0
22/076,0.0,0.0
23/076,1.4,1.5
24/076,0.0,1.4
25/076,26.6,1.4
26/076,0.0,0.9
27/076,1.9,12.7
28/076,2.8,1.2
01/077,0.0,1.0
02/077,3.1,19.7
03/077,0.0,0.8
04/077,0.0,1.8
05/077,0.0,0.0
06/077,0.0,1.9
07/077,0.0,11.4
08/077,0.0,1.5
09/077,1.8,0.0
10/077,0.0,0.9
11/077,3.9,0.0
12/077,1.4,1.0
13/077,0.0,47.7
14/077,1.4,6.1
15/077,0.0,0.0
16/077,0.0,1.2
17/077,0.0,1.3
18/077,3.2,1.5
19/077,1.4,0.0
20/077,0.0,0.8
21/077,2.7,1.1
22/077,0.0,0.7
23/077,0.0,1.1
24/077,0.0,1.1
25/077,0.0,1.8
26/077,0.0,1.2
27/077,0.0,1.1
28/077,3.9,2.1
01/078,0.0,19.5
02/078,0.0,6.8
03/078,0.0,1.7
04/078,1.9,0.0
05/078,0.0,0.8
06/078,1.9,1.3
07/078,0.0,2.6
08/078,0.0,1.1
09/078,0.0,1.1
10/078,0.0,32.1
11/078,3.1,0.9
12/078,1.4,3.1
13/078,1.4,0.8
14/078,0.0,6.2
15/078,1.6,1.5
16/078,0.0,1.3
17/078,0.0,4.3
18/078,0.0,2.4
19/078,0.0,1.0
20/078,15.6,0.0
21/078,1.4,1.5
22/078,0.0,0.7
23/078,0.0,0.0
24/078,28.3,1.3
25/078,3.8,1.0
26/078,1.5,2.2
27/078,1.6,0.8
28/078,0.0,0.0
01/079,0.0,1.6
02/079,3.9,0.0
03/079,0.0,0.8
04/079,0.0,8.6
05/079,0.0,0.8
06/079,2.5,8.0
07/079,0.0,0.7
08/079,4.1,4.3
09/079,0.0,0.0
10/079,0.0,11.5
11/079,0.0,2.2
12/079,0.0,3.0
13/079,1.3,1.6
14/079,0.0,1.7
15/079,0.0,1.1
16/079,0.0,15.1
17/079,7.6,0.7
18/079,0.0,4.6
19/079,0.0,2.0
20/079,0.0,1.9
21/079,0.0,8.9
22/079,7.9,0.0
23/079,0.0,1.1
24/079,1.9,1.1
25/079,1.6,0.0
26/079,0.0,7.8
27/079,0.0,1.2
28/079,1.4,0.0
01/080,2.2,0.8
02/080,0.0,4.1
03/080,0.0,1.5
04/080,0.0,0.7
05/080,1.2,0.0
06/080,2.4,2.6
07/080,0.0,17.5
08/080,1.2,0.0
09/080,3.2,2.1
10/080,1.8,0.8
11/080,0.0,0.0
12/080,1.5,1.9
13/080,0.0,1.9
14/080,0.0,9.1
15/080,1.7,1.1
16/080,0.0,0.8
17/080,0.0,13.1
18/080,0.0,2.0
19/080,3.3,6.6
20/080,0.0,2.2
21/080,0.0,0.0
22/080,0.0,0.0
23/080,0.0,0.0
24/080,0.0,0.0
25/080,1.5,2.3
26/080,0.0,15.8
27/080,3.9,8.0
28/080,0.0,16.5
01/081,16.5,1.2
02/081,1.5,0.9
03/081,0.0,13.1
04/081,0.0,0.0
05/081,0.0,1.7
06/081,1.5,4.5
07/081,0.0,0.0
08/081,2.4,2.0
09/081,0.0,0.0
10/081,0.0,9.9
11/081,0.0,1.0
12/081,0.0,7.1
13/081,0.0,1.1
14/081,2.4,1.5
15/081,1.9,0.0
16/081,0.0,7.9
17/081,0.0,5.8
18/081,7.9,0.0
19/081,0.0,4.6
20/081,2.2,1.8
21/081,0.0,5.7
22/081,1.6,0.0
23/081,0.0,0.0
24/081,2.9,1.0
25/081,2.2,0.0
26/081,0.0,14.4
27/081,0.0,0.7
28/081,0.0,0.0
01/082,2.8,4.1
02/082,0.0,2.0
03/082,2.8,1.2
04/082,2.6,9.7
05/082,0.0,1.2
06/082,0.0,6.5
07/082,0.0,0.0
08/082,0.0,0.7
09/082,0.0,1.3
10/082,0.0,5.8
11/082,0.0,0.0
12/082,0.0,2.5
13/082,0.0,1.9
14/082,0.0,15.3
15/082,4.0,17.5
16/082,0.0,5.0
17/082,2.9,0.8
18/082,0.0,2.2
19/082,0.0,14.9
20/082,0.0,0.0
21/082,0.0,1.1
22/082,2.5,0.0
23/082,2.1,0.0
24/082,3.7,11.7
25/082,0.0,1.4
26/082,1.2,3.3
27/082,2.8,0.7
28/082,0.0,0.0
01/083,2.1,0.8
02/083,3.6,0.0
03/083,1.7,9.3
04/083,0.0,1.9
05/083,0.0,1.0
06/083,3.3,0.0
07/083,0.0,1.0
08/083,0.0,2.2
09/083,1.8,3.5
10/083,1.8,0.8
11/083,0.0,2.1
12/083,1.2,0.0
13/083,0.0,1.4
14/083,0.0,3.8
15/083,0.0,0.0
16/083,0.0,2.1
17/083,3.5,5.4
18/083,0.0,0.7
19/083,0.0,4.0
20/083,0.0,1.3
21/083,0.0,0.0
22/083,0.0,1.9
23/083,0.0,1.2
24/083,2.5,14.6
25/083,0.0,12.4
26/083,3.4,5.0
27/083,1.4,3.9
28/083,0.0,1.2
01/084,2.3,3.4
02/084,0.0,0.0
03/084,0.0,0.0
04/084,0.0,0.8
05/084,0.0,0.0
06/084,0.0,6.6
07/084,2.7,0.0
08/084,0.0,11.4
09/084,1.1,1.8
10/084,0.0,2.0
11/084,0.0,3.0
12/084,3.5,1.0
13/084,2.3,7.5
14/084,2.8,5.0
15/084,0.0,2.0
16/084,0.0,6.6
17/084,2.1,3.4
18/084,2.5,1.8
19/084,0.0,1.7
20/084,0.0,14.3
21/084,0.0,1.1
22/084,0.0,0.0
23/084,2.5,1.4
24/084,2.2,3.7
25/084,2.9,4.2
26/084,2.8,0.9
27/084,3.4,0.9
28/084,2.4,3.8
01/085,1.7,1.1
02/085,0.0,1.9
03/085,0.0,5.3
04/085,1.1,9.0
05/085,1.9,0.0
06/085,0.0,5.6
07/085,0.0,0.0
08/085,0.0,10.5
09/085,1.5,2.1
10/085,0.0,0.0
11/085,0.0,0.8
12/085,2.5,0.0
13/085,1.3,0.0
14/085,2.0,1.3
15/085,3.5,0.0
16/085,2.1,1.7
17/085,1.3,1.4
18/085,0.0,2.6
19/085,0.0,1.1
20/085,2.7,0.7
21/085,1.6,0.0
22/085,0.0,2.2
23/085,2.9,0.8
24/085,0.0,3.7
25/085,0.0,0.0
26/085,0.0,0.7
27/085,1.2,1.7
28/085,0.0,10.7
01/086,0.0,1.6
02/086,0.0,1.0
03/086,1.7,0.7
04/086,0.0,1.1
05/086,2.2,0.0
06/086,3.7,1.0
07/086,0.0,0.0
08/086,0.0,0.8
09/086,0.0,1.2
10/086,0.0,0.8
11/086,1.7,0.9
12/086,3.3,0.0
13/086,1.6,0.0
14/086,1.7,9.4
15/086,1.3,2.2
16/086,1.2,0.0
17/086,0.0,1.7
18/086,1.6,10.1
19/086,3.8,0.0
20/086,1.1,0.8
21/086,0.0,1.7
22/086,0.0,13.6
23/086,0.0,1.4
24/086,0.0,0.0
25/086,0.0,3.5
26/086,11.2,2.2
27/086,1.7,4.1
28/086,0.0,17.0
01/087,0.0,2.1
02/087,0.0,13.1
03/087,1.4,1.8
04/087,0.0,1.5
05/087,0.0,1.0
06/087,1.6,1.2
07/087,0.0,1.7
08/087,0.0,0.8
09/087,2.8,7.7
10/087,0.0,1.6
11/087,0.0,9.2
12/087,0.0,0.8
13/087,3.4,17.4
14/087,0.0,0.7
15/087,2.2,16.1
16/087,0.0,0.0
17/087,0.0,0.0
18/087,0.0,12.1
19/087,0.0,1.1
20/087,0.0,0.7
21/087,0.0,7.9
22/087,1.5,1.1
23/087,0.0,7.2
24/087,0.0,0.0
25/087,0.0,1.7
26/087,0.0,1.4
27/087,0.0,0.0
28/087,0.0,1.8
01/088,3.7,1.7
02/088,0.0,58.1
03/088,0.0,3.5
04/088,0.0,0.0
05/088,0.0,0.9
06/088,1.2,2.9
07/088,1.9,1.4
08/088,1.1,18.3
09/088,0.0,0.0
10/088,0.0,1.6
11/088,0.0,10.7
12/088,0.0,0.7
13/088,10.5,2.3
14/088,0.0,0.0
15/088,0.0,17.5
16/088,0.0,0.0
17/088,3.9,11.9
18/088,0.0,1.0
19/088,1.7,0.8
20/088,3.5,6.6
21/088,0.0,0.8
22/088,17.7,2.4
23/088,0.0,0.8
24/088,0.0,0.0
25/088,0.0,8.2
26/088,4.0,1.0
27/088,1.4,18.3
28/088,0.0,1.9
01/089,0.0,1.7
02/089,4.2,1.0
03/089,1.8,19.6
04/089,0.0,6.0
05/089,0.0,0.0
06/089,1.2,2.3
07/089,0.0,0.0
08/089,3.5,0.0
09/089,0.0,5.2
10/089,1.4,7.4
11/089,0.0,1.8
12/089,0.0,4.3
13/089,0.0,0.9
14/089,1.4,5.3
15/089,0.0,9.0
16/089,0.0,0.6
17/089,0.0,3.7
18/089,3.0,0.8
19/089,1.5,7.1
20/089,0.0,0.8
21/089,0.0,4.1
22/089,0.0,0.0
23/089,3.6,5.3
24/089,0.0,2.1
25/089,1.5,0.0
26/089,0.0,0.0
27/089,0.0,0.9
28/089,0.0,1.4
01/090,0.0,1.4
02/090,3.8,1.8
03/090,0.0,1.0
04/090,0.0,2.1
05/090,0.0,15.5
06/090,2.8,0.7
07/090,0.0,1.9
08/090,20.7,0.9
09/090,0.0,1.7
10/090,9.7,4.8
11/090,0.0,12.8
12/090,0.0,1.8
13/090,11.6,1.7
14/090,4.0,1.8
15/090,2.1,12.5
16/090,0.0,0.6
17/090,0.0,1.6
18/090,3.5,1.4
19/090,0.0,11.7
20/090,0.0,0.0
21/090,3.3,1.0
22/090,0.0,34.6
23/090,2.2,2.4
24/090,2.4,1.8
25/090,0.0,1.7
26/090,1.3,5.9
27/090,0.0,2.7
28/090,0.0,1.6
01/091,2.6,1.4
02/091,0.0,1.7
03/091,0.0,0.0
04/091,0.0,1.0
05/091,0.0,1.1
06/091,0.0,0.0
07/091,0.0,8.5
08/091,0.0,0.9
09/091,0.0,0.0
10/091,0.0,13.6
11/091,0.0,1.1
12/091,0.0,4.5
13/091,3.8,43.4
14/091,0.0,1.3
15/091,0.0,0.7
16/091,0.0,1.7
17/091,1.2,10.8
18/091,0.0,56.9
19/091,0.0,32.5
20/091,1.2,1.7
21/091,0.0,3.7
22/091,0.0,0.0
23/091,1.9,10.4
24/091,0.0,10.6
25/091,2.1,0.0
26/091,3.4,2.4
27/091,0.0,3.3
28/091,0.0,0.0
01/092,0.0,1.2
02/092,1.2,7.8
03/092,0.0,16.3
04/092,0.0,1.6
05/092,0.0,12.4
06/092,1.4,0.0
07/092,3.1,1.0
08/092,0.0,0.6
09/092,0.0,0.0
10/092,0.0,0.0
11/092,0.0,24.2
12/092,1.2,1.3
13/092,0.0,1.7
14/092,0.0,16.7
15/092,0.0,16.0
16/092,7.7,0.9
17/092,0.0,1.7
18/092,0.0,1.8
19/092,3.9,0.8
20/092,3.6,9.0
21/092,0.0,0.0
22/092,0.0,4.4
23/092,0.0,12.2
24/092,2.1,0.0
25/092,2.6,2.2
26/092,0.0,17.6
27/092,0.0,1.3
28/092,0.0,0.0
01/093,1.3,8.1
02/093,0.0,0.0
03/093,3.6,7.0
04/093,0.0,0.8
05/093,3.0,1.1
06/093,0.0,2.2
07/093,2.5,17.3
08/093,0.0,0.0
09/093,0.0,17.1
10/093,2.9,7.6
11/093,0.0,19.0
12/093,0.0,0.0
13/093,0.0,0.0
14/093,1.4,1.8
15/093,0.0,0.8
16/093,1.4,1.6
17/093,0.0,1.4
18/093,0.0,1.2
19/093,0.0,1.4
20/093,0.0,5.4
21/093,2.7,1.0
22/093,0.0,7.7
23/093,0.0,1.2
24/093,0.0,2.4
25/093,0.0,0.0
26/093,0.0,2.1
27/093,10.7,8.9
28/093,0.0,0.0
01/094,3.0,2.0
02/094,0.0,9.6
03/094,0.0,0.0
04/094,2.9,20.9
05/094,2.3,17.8
06/094,0.0,0.0
07/094,1.8,0.9
08/094,0.0,8.2
09/094,0.0,1.2
10/094,0.0,0.0
11/094,0.0,0.0
12/094,0.0,2.5
13/094,0.0,0.0
14/094,2.0,4.5
15/094,3.8,1.7
16/094,0.0,5.9
17/094,0.0,2.2
18/094,0.0,0.9
19/094,0.0,6.5
20/094,0.0,3.9
21/094,0.0,0.6
22/094,0.0,0.0
23/094,2.3,22.3
24/094,0.0,7.7
25/094,0.0,0.0
26/094,0.0,0.0
27/094,0.0,2.0
28/094,0.0,0.0
01/095,0.0,6.3
02/095,0.0,0.0
03/095,21.4,0.0
04/095,0.0,3.1
05/095,3.1,24.3
06/095,0.0,1.9
07/095,0.0,1.7
08/095,2.3,6.2
09/095,0.0,17.1
10/095,2.9,5.5
11/095,0.0,14.8
12/095,2.5,1.3
13/095,0.0,34.8
14/095,0.0,7.8
15/095,1.3,0.0
16/095,0.0,1.1
17/095,8.4,8.0
18/095,0.0,0.0
19/095,0.0,2.2
20/095,2.2,0.0
21/095,0.0,1.3
22/095,0.0,2.3
23/095,3.7,1.4
24/095,0.0,2.2
25/095,13.6,9.0
26/095,2.6,1.0
27/095,0.0,4.0
28/095,0.0,2.3
01/096,0.0,0.0
02/096,1.6,5.4
03/096,0.0,12.5
04/096,1.7,0.0
05/096,0.0,1.7
06/096,0.0,6.9
07/096,0.0,1.5
08/096,0.0,19.0
09/096,0.0,0.0
10/096,3.5,0.7
11/096,2.1,1.9
12/096,3.4,0.8
13/096,0.0,5.5
14/096,0.0,0.0
15/096,0.0,0.0
16/096,1.4,0.0
17/096,4.1,3.8
18/096,0.0,0.0
19/096,0.0,16.5
20/096,2.2,0.0
21/096,2.1,1.9
22/096,1.7,1.0
23/096,0.0,18.8
24/096,0.0,0.0
25/096,10.1,2.0
26/096,0.0,1.0
27/096,1.3,0.7
28/096,0.0,0.6
01/097,2.6,17.3
02/097,0.0,1.5
03/097,0.0,3.7
04/097,2.0,2.3
05/097,0.0,1.3
06/097,1.9,1.8
07/097,3.4,0.0
08/097,0.0,0.0
09/097,4.2,1.8
10/097,0.0,1.2
11/097,0.0,6.9
12/097,3.9,1.1
13/097,1.9,0.0
14/097,3.8,5.4
15/097,0.0,0.8
16/097,0.0,16.1
17/097,2.4,0.7
18/097,0.0,0.7
19/097,0.0,3.1
20/097,0.0,4.9
21/097,1.8,2.3
22/097,0.0,1.0
23/097,28.0,9.7
24/097,3.3,1.2
25/097,0.0,0.7
26/097,0.0,2.0
27/097,0.0,0.7
28/097,4.1,18.9
01/098,0.0,0.0
02/098,0.0,1.6
03/098,2.5,3.9
04/098,3.0,5.8
05/098,0.0,9.4
06/098,0.0,31.9
07/098,0.0,3.3
08/098,0.0,0.0
09/098,0.0,1.8
10/098,0.0,19.2
11/098,0.0,1.0
12/098,0.0,5.0
13/098,1.2,1.6
14/098,0.0,0.0
15/098,2.5,25.0
16/098,0.0,0.0
17/098,0.0,4.8
18/098,0.0,8.9
19/098,0.0,1.0
20/098,0.0,0.0
21/098,0.0,3.7
22/098,0.0,0.7
23/098,0.0,1.1
24/098,0.0,0.0
25/098,0.0,0.0
26/098,0.0,15.9
27/098,0.0,1.3
28/098,0.0,0.0
01/099,2.3,1.9
02/099,0.0,16.8
03/099,0.0,1.6
04/099,0.0,1.0
05/099,3.4,2.0
06/099,3.0,0.9
07/099,4.1,0.0
08/099,0.0,10.0
09/099,0.0,4.6
10/099,3.2,0.9
11/099,1.4,1.9
12/099,0.0,7.2
13/099,0.0,1.0
14/099,0.0,1.9
15/099,1.5,0.0
16/099,0.0,8.2
17/099,0.0,1.2
18/099,5.1,6.8
19/099,0.0,4.8
20/099,0.0,6.7
21/099,0.0,17.9
22/099,0.0,0.0
23/099,3.5,0.0
24/099,0.0,11.8
25/099,0.0,1.4
26/099,0.0,1.5
27/099,0.0,0.8
28/099,1.4,0.7
01/100,0.0,1.2
02/100,0.0,9.1
03/100,0.0,10.7
04/100,0.0,0.0
05/100,0.0,0.0
06/100,0.0,0.0
07/100,0.0,11.0
08/100,0.0,0.6
09/100,0.0,13.8
10/100,0.0,2.0
11/100,1.8,16.4
12/100,0.0,0.0
13/100,0.0,0.0
14/100,0.0,0.9
15/100,0.0,0.0
16/100,0.0,4.4
17/100,3.3,1.8
18/100,0.0,1.2
19/100,2.3,0.7
20/100,1.6,11.8
21/100,0.0,19.5
22/100,0.0,0.0
23/100,3.5,7.8
24/100,0.0,1.3
25/100,0.0,7.0
26/100,0.0,0.0
27/100,2.3,2.0
28/100,0.0,2.8
01/150,0.0,2.0
02/150,0.0,1.2
03/150,3.0,13.3
04/150,0.0,0.0
05/150,0.0,10.2
06/150,0.0,1.5
07/150,0.0,0.8
08/150,2.0,2.6
09/150,1.8,8.3
10/150,0.0,0.0
11/150,0.0,1.4
12/150,0.0,1.3
13/150,2.2,10.2
14/150,3.3,0.9
15/150,0.0,15.9
16/150,2.1,1.0
17/150,0.0,1.9
18/150,0.0,12.0
19/150,0.0,7.6
20/150,0.0,0.9
21/150,0.0,16.5
22/150,2.3,7.5
23/150,1.5,1.6
24/150,0.0,0.9
25/150,0.0,2.0
26/150,0.0,0.0
27/150,0.0,6.4
28/150,0.0,1.6
01/151,1.2,1.8
02/151,0.0,9.3
03/151,0.0,1.1
04/151,0.0,10.9
05/151,0.0,1.9
06/151,0.0,2.8
07/151,0.0,1.2
08/151,0.0,2.5
09/151,1.9,2.0
10/151,2.5,5.2
11/151,0.0,0.0
12/151,0.0,0.9
13/151,4.3,1.8
14/151,0.0,0.8
15/151,0.0,22.3
16/151,0.0,5.2
17/151,0.0,4.5
18/151,0.0,0.0
19/151,3.6,1.5
20/151,4.0,2.9
21/151,0.0,15.9
22/151,0.0,0.0
23/151,0.0,1.5
24/151,0.0,1.4
25/151,4.1,1.2
26/151,0.0,1.9
27/151,0.0,1.8
28/151,5.1,0.8
01/152,0.0,4.1
02/152,1.8,0.8
03/152,0.0,0.0
04/152,0.0,11.8
05/152,30.6,7.0
06/152,0.0,0.7
07/152,0.0,9.4
08/152,0.0,0.0
09/152,0.0,8.5
10/152,0.0,5.5
11/152,0.0,0.7
12/152,0.0,0.0
13/152,3.0,4.7
14/152,0.0,0.0
15/152,2.8,5.3
16/152,0.0,37.9
17/152,0.0,0.0
18/152,0.0,0.0
19/152,0.0,1.6
20/152,0.0,5.2
21/152,0.0,1.6
22/152,0.0,16.3
23/152,1.9,3.1
24/152,0.0,1.4
25/152,1.2,2.1
26/152,0.0,1.6
27/152,0.0,2.2
28/152,0.0,1.8
01/153,3.0,10.1
02/153,0.0,0.0
03/153,2.1,11.0
04/153,1.5,0.7
05/153,0.0,1.9
06/153,2.0,18.1
07/153,0.0,0.0
08/153,0.0,1.6
09/153,2.6,0.9
10/153,2.9,10.1
11/153,3.9,2.2
12/153,0.0,0.0
13/153,0.0,1.5
14/153,0.0,1.1
15/153,4.0,0.0
16/153,2.7,3.2
17/153,2.0,8.9
18/153,0.0,2.1
19/153,0.0,0.0
20/153,1.9,1.3
21/153,0.0,1.0
22/153,0.0,8.7
23/153,0.0,3.0
24/153,0.0,0.0
25/153,2.1,1.1
26/153,0.0,0.0
27/153,4.1,3.4
28/153,0.0,0.0
01/154,1.6,1.2
02/154,0.0,12.7
03/154,0.0,1.2
04/154,1.8,0.0
05/154,0.0,0.8
06/154,0.0,1.7
07/154,16.7,2.0
08/154,2.8,4.1
09/154,0.0,0.0
10/154,3.5,1.1
11/154,2.5,8.5
12/154,2.5,7.5
13/154,0.0,7.0
14/154,0.0,0.0
15/154,0.0,18.3
16/154,1.3,7.5
17/154,1.7,10.4
18/154,0.0,1.2
19/154,0.0,1.5
20/154,0.0,1.1
21/154,0.0,2.2
22/154,0.0,3.2
23/154,0.0,0.0
24/154,1.4,0.8
25/154,0.0,1.9
26/154,1.9,1.4
27/154,0.0,0.0
28/154,0.0,8.0
01/155,1.2,0.9
02/155,0.0,0.0
03/155,0.0,1.1
04/155,2.2,1.4
05/155,0.0,12.3
06/155,0.0,2.1
07/155,0.0,0.7
08/155,2.5,7.5
09/155,0.0,0.0
10/155,0.0,11.6
11/155,2.1,12.4
12/155,0.0,1.6
13/155,0.0,0.9
14/155,0.0,0.0
15/155,0.0,2.7
16/155,2.0,0.0
17/155,0.0,1.2
18/155,2.0,1.8
19/155,0.0,1.0
20/155,3.5,5.5
21/155,0.0,2.3
22/155,2.4,2.2
23/155,2.2,3.2
24/155,3.1,1.4
25/155,1.3,13.9
26/155,0.0,0.0
27/155,1.7,0.0
28/155,2.2,1.4
01/156,0.0,3.4
02/156,103.3,5.3
03/156,0.0,1.7
04/156,10.6,0.0
05/156,2.6,0.8
06/156,0.0,0.0
07/156,0.0,0.9
08/156,0.0,0.7
09/156,0.0,1.0
10/156,0.0,0.0
11/156,0.0,1.7
12/156,0.0,11.0
13/156,0.0,1.3
14/156,0.0,0.0
15/156,0.0,9.9
16/156,0.0,1.1
17/156,0.0,1.4
18/156,0.0,0.7
19/156,0.0,2.3
20/156,1.7,0.8
21/156,3.6,2.2
22/156,0.0,0.0
23/156,0.0,1.1
24/156,0.0,1.6
25/156,3.0,3.0
26/156,0.0,0.9
27/156,0.0,1.6
28/156,0.0,1.3
01/157,2.8,1.8
02/157,0.0,1.2
03/157,0.0,9.4
04/157,0.0,0.0
05/157,1.3,0.0
06/157,1.3,2.7
07/157,0.0,1.5
08/157,0.0,3.3
09/157,0.0,1.9
10/157,2.3,0.0
11/157,4.1,7.8
12/157,0.0,1.5
13/157,0.0,0.0
14/157,3.3,2.0
15/157,2.4,5.1
16/157,0.0,0.0
17/157,3.8,1.6
18/157,2.3,0.9
19/157,1.5,0.0
20/157,0.0,0.0
21/157,0.0,1.1
22/157,2.2,1.3
23/157,0.0,5.2
24/157,1.7,0.8
25/157,1.4,1.6
26/157,1.8,1.2
27/157,0.0,0.7
28/157,0.0,9.1
01/158,1.2,0.0
02/158,0.0,0.8
03/158,0.0,15.5
04/158,0.0,2.3
05/158,0.0,1.2
06/158,0.0,1.0
07/158,0.0,1.1
08/158,0.0,3.5
09/158,0.0,0.0
10/158,0.0,1.1
11/158,0.0,0.0
12/158,3.9,0.0
13/158,3.0,3.6
14/158,0.0,0.8
15/158,0.0,3.0
16/158,12.2,4.5
17/158,0.0,1.4
18/158,0.0,1.0
19/158,1.2,3.4
20/158,0.0,1.8
21/158,0.0,0.0
22/158,0.0,7.5
23/158,3.2,2.1
24/158,0.0,0.9
25/158,1.8,0.8
26/158,1.7,0.0
27/158,1.7,2.0
28/158,0.0,1.4
01/159,0.0,1.9
02/159,0.0,7.9
03/159,2.9,1.6
04/159,2.9,1.2
05/159,2.0,0.6
06/159,0.0,1.6
07/159,3.6,17.0
08/159,1.7,7.5
09/159,0.0,3.9
10/159,0.0,17.1
11/159,0.0,0.8
12/159,0.0,2.8
13/159,21.7,0.0
14/159,0.0,1.9
15/159,4.0,0.0
16/159,4.2,1.7
17/159,2.2,1.3
18/159,0.0,0.0
19/159,1.6,0.0
20/159,0.0,2.3
21/159,0.0,14.4
22/159,1.3,0.0
23/159,0.0,1.1
24/159,0.0,0.9
25/159,1.4,0.9
26/159,0.0,1.5
27/159,0.0,1.6
28/159,1.5,1.2
01/160,3.1,1.5
02/160,0.0,2.1
03/160,1.3,1.8
04/160,0.0,0.9
05/160,2.5,1.4
06/160,0.0,1.7
07/160,2.1,1.1
08/160,1.7,1.6
09/160,0.0,2.2
10/160,2.3,7.7
11/160,1.6,0.8
12/160,1.1,1.5
13/160,3.1,8.1
14/160,3.4,0.0
15/160,0.0,9.2
16/160,1.3,1.5
17/160,2.7,4.1
18/160,2.2,5.7
19/160,0.0,2.9
20/160,18.8,0.8
21/160,2.5,2.1
22/160,0.0,1.4
23/160,0.0,1.9
24/160,3.7,0.6
25/160,0.0,0.8
26/160,0.0,4.5
27/160,3.3,2.9
28/160,0.0,2.1
01/161,2.2,6.1
02/161,0.0,0.0
03/161,0.0,0.8
04/161,24.8,0.0
05/161,0.0,4.4
06/161,3.4,0.0
07/161,0.0,0.0
08/161,1.3,1.7
09/161,0.0,0.8
10/161,1.6,2.2
11/161,0.0,10.6
12/161,0.0,2.0
13/161,2.3,1.3
14/161,0.0,21.0
15/161,2.4,10.6
16/161,0.0,1.6
17/161,0.0,0.7
18/161,0.0,2.3
19/161,0.0,2.0
20/161,0.0,10.8
21/161,3.5,17.5
22/161,3.8,12.7
23/161,0.0,0.0
24/161,4.0,2.9
25/161,0.0,0.0
26/161,1.8,4.6
27/161,3.7,0.0
28/161,1.4,1.7
01/162,3.1,14.6
02/162,0.0,0.7
03/162,0.0,1.9
04/162,10.3,25.5
05/162,2.4,3.4
06/162,1.2,1.7
07/162,1.7,0.0
08/162,0.0,1.6
09/162,0.0,0.0
10/162,1.7,10.8
11/162,0.0,1.4
12/162,1.7,16.1
13/162,0.0,0.0
14/162,2.7,0.7
15/162,0.0,1.0
16/162,2.9,1.1
17/162,0.0,1.4
18/162,0.0,3.3
19/162,4.0,0.6
20/162,0.0,0.6
21/162,1.6,1.3
22/162,0.0,8.0
23/162,3.8,0.0
24/162,0.0,0.7
25/162,0.0,2.1
26/162,0.0,2.1
27/162,0.0,1.7
28/162,1.6,0.0
01/163,1.4,1.2
02/163,0.0,13.1
03/163,0.0,10.7
04/163,0.0,1.7
05/163,0.0,1.5
06/163,0.0,1.7
07/163,0.0,1.5
08/163,0.0,1.7
09/163,0.0,1.4
10/163,0.0,5.5
11/163,0.0,0.0
12/163,0.0,5.1
13/163,1.7,10.3
14/163,2.1,0.0
15/163,1.6,0.8
16/163,2.6,3.0
17/163,0.0,1.5
18/163,0.0,4.9
19/163,0.0,1.4
20/163,26.4,2.2
21/163,1.6,0.0
22/163,0.0,0.7
23/163,2.7,0.9
24/163,0.0,1.8
25/163,3.2,19.6
26/163,3.4,1.5
27/163,0.0,17.7
28/163,1.5,3.0
01/164,0.0,1.7
02/164,0.0,0.9
03/164,0.0,0.0
04/164,0.0,1.3
05/164,2.7,0.7
06/164,0.0,3.1
07/164,0.0,3.6
08/164,1.5,0.7
09/164,2.2,2.2
10/164,0.0,11.6
11/164,1.6,7.8
12/164,0.0,36.0
13/164,2.6,1.9
14/164,1.7,0.9
15/164,0.0,2.7
16/164,3.3,1.7
17/164,0.0,1.8
18/164,0.0,17.9
19/164,4.1,0.0
20/164,0.0,4.6
21/164,0.0,5.1
22/164,0.0,0.8
23/164,0.0,1.8
24/164,0.0,12.0
25/164,0.0,15.2
26/164,0.0,14.0
27/164,3.0,12.2
28/164,0.0,1.4
01/165,0.0,9.7
02/165,0.0,0.0
03/165,2.2,2.0
04/165,0.0,8.5
05/165,0.0,0.0
06/165,0.0,2.1
07/165,0.0,8.5
08/165,0.0,10.2
09/165,0.0,13.7
10/165,0.0,0.7
11/165,0.0,37.7
12/165,1.6,1.0
13/165,0.0,0.9
14/165,0.0,1.7
15/165,0.0,2.6
16/165,0.0,3.4
17/165,0.0,1.2
18/165,3.4,1.0
19/165,0.0,7.7
20/165,3.2,0.0
21/165,0.0,0.0
22/165,0.0,2.6
23/165,0.0,1.1
24/165,0.0,0.7
25/165,1.6,1.0
26/165,1.5,2.6
27/165,0.0,0.8
28/165,0.0,0.0
01/166,0.0,17.6
02/166,0.0,1.3
03/166,0.0,1.2
04/166,0.0,1.1
